,DocID,TokenID,Token,Tag
3582,S0165212511000874,S0165212511000874-147,scales,I
3583,S0165212511000874,S0165212511000874-148,approach,L
3584,S0165212511000874,S0165212511000874-149,has,O
3585,S0165212511000874,S0165212511000874-150,been,O
3586,S0165212511000874,S0165212511000874-151,validated,O
3587,S0165212511000874,S0165212511000874-152,against,O
3588,S0165212511000874,S0165212511000874-153,finite-element,B
3589,S0165212511000874,S0165212511000874-154,methods,L
3590,S0165212511000874,S0165212511000874-155,[,O
3591,S0165212511000874,S0165212511000874-156,6,O
3592,S0165212511000874,S0165212511000874-157,],O
3593,S0165212511000874,S0165212511000874-158,for,O
3594,S0165212511000874,S0165212511000874-159,realistic,O
3595,S0165212511000874,S0165212511000874-160,aeroengine,U
3596,S0165212511000874,S0165212511000874-161,configurations,L
3597,S0165212511000874,S0165212511000874-162,and,O
3598,S0165212511000874,S0165212511000874-163,acoustic,B
3599,S0165212511000874,S0165212511000874-164,frequencies,L
3600,S0165212511000874,S0165212511000874-165,[,O
3601,S0165212511000874,S0165212511000874-166,"7,8",O
3602,S0165212511000874,S0165212511000874-167,],O
3603,S0165212511000874,S0165212511000874-168,.,O
3604,S0377221716304258,S0377221716304258-0,Two-state,B
3605,S0377221716304258,S0377221716304258-1,models,L
3606,S0377221716304258,S0377221716304258-2,are,O
3607,S0377221716304258,S0377221716304258-3,often,O
3608,S0377221716304258,S0377221716304258-4,insufficient,O
3609,S0377221716304258,S0377221716304258-5,to,O
3610,S0377221716304258,S0377221716304258-6,fit,O
3611,S0377221716304258,S0377221716304258-7,complex,O
3612,S0377221716304258,S0377221716304258-8,traces,O
3613,S0377221716304258,S0377221716304258-9,",",O
3614,S0377221716304258,S0377221716304258-10,therefore,O
3615,S0377221716304258,S0377221716304258-11,we,O
3616,S0377221716304258,S0377221716304258-12,also,O
3617,S0377221716304258,S0377221716304258-13,study,B
3618,S0377221716304258,S0377221716304258-14,the,I
3619,S0377221716304258,S0377221716304258-15,approximate,I
3620,S0377221716304258,S0377221716304258-16,fitting,I
3621,S0377221716304258,S0377221716304258-17,of,I
3622,S0377221716304258,S0377221716304258-18,large,I
3623,S0377221716304258,S0377221716304258-19,M3PPs,U
3624,S0377221716304258,S0377221716304258-20,.,O
3625,S0377221716304258,S0377221716304258-21,In,O
3626,S0377221716304258,S0377221716304258-22,the,O
3627,S0377221716304258,S0377221716304258-23,single,O
3628,S0377221716304258,S0377221716304258-24,class,O
3629,S0377221716304258,S0377221716304258-25,setting,O
3630,S0377221716304258,S0377221716304258-26,",",O
3631,S0377221716304258,S0377221716304258-27,a,O
3632,S0377221716304258,S0377221716304258-28,known,O
3633,S0377221716304258,S0377221716304258-29,limitation,O
3634,S0377221716304258,S0377221716304258-30,of,O
3635,S0377221716304258,S0377221716304258-31,MMPPs,U
3636,S0377221716304258,S0377221716304258-32,is,O
3637,S0377221716304258,S0377221716304258-33,the,O
3638,S0377221716304258,S0377221716304258-34,inability,O
3639,S0377221716304258,S0377221716304258-35,to,O
3640,S0377221716304258,S0377221716304258-36,simultaneously,O
3641,S0377221716304258,S0377221716304258-37,fit,O
3642,S0377221716304258,S0377221716304258-38,many,O
3643,S0377221716304258,S0377221716304258-39,statistical,B
3644,S0377221716304258,S0377221716304258-40,descriptors,L
3645,S0377221716304258,S0377221716304258-41,due,O
3646,S0377221716304258,S0377221716304258-42,to,O
3647,S0377221716304258,S0377221716304258-43,the,O
3648,S0377221716304258,S0377221716304258-44,non-linearity,O
3649,S0377221716304258,S0377221716304258-45,of,O
3650,S0377221716304258,S0377221716304258-46,their,O
3651,S0377221716304258,S0377221716304258-47,underlying,B
3652,S0377221716304258,S0377221716304258-48,equations,L
3653,S0377221716304258,S0377221716304258-49,(,O
3654,S0377221716304258,S0377221716304258-50,Bodrog,O
3655,S0377221716304258,S0377221716304258-51,",",O
3656,S0377221716304258,S0377221716304258-52,Heindl,O
3657,S0377221716304258,S0377221716304258-53,",",O
3658,S0377221716304258,S0377221716304258-54,Horváth,O
3659,S0377221716304258,S0377221716304258-55,",",O
3660,S0377221716304258,S0377221716304258-56,&,O
3661,S0377221716304258,S0377221716304258-57,Telek,O
3662,S0377221716304258,S0377221716304258-58,",",O
3663,S0377221716304258,S0377221716304258-59,2008,O
3664,S0377221716304258,S0377221716304258-60,;,O
3665,S0377221716304258,S0377221716304258-61,Heindl,O
3666,S0377221716304258,S0377221716304258-62,",",O
3667,S0377221716304258,S0377221716304258-63,Horváth,O
3668,S0377221716304258,S0377221716304258-64,",",O
3669,S0377221716304258,S0377221716304258-65,&,O
3670,S0377221716304258,S0377221716304258-66,Gross,O
3671,S0377221716304258,S0377221716304258-67,",",O
3672,S0377221716304258,S0377221716304258-68,2006,O
3673,S0377221716304258,S0377221716304258-69,;,O
3674,S0377221716304258,S0377221716304258-70,Horváth,O
3675,S0377221716304258,S0377221716304258-71,&,O
3676,S0377221716304258,S0377221716304258-72,Telek,O
3677,S0377221716304258,S0377221716304258-73,",",O
3678,S0377221716304258,S0377221716304258-74,2009,O
3679,S0377221716304258,S0377221716304258-75,),O
3680,S0377221716304258,S0377221716304258-76,.,O
3681,S0377221716304258,S0377221716304258-77,This,O
3682,S0377221716304258,S0377221716304258-78,has,O
3683,S0377221716304258,S0377221716304258-79,led,O
3684,S0377221716304258,S0377221716304258-80,to,O
3685,S0377221716304258,S0377221716304258-81,the,O
3686,S0377221716304258,S0377221716304258-82,definition,O
3687,S0377221716304258,S0377221716304258-83,of,O
3688,S0377221716304258,S0377221716304258-84,several,O
3689,S0377221716304258,S0377221716304258-85,approaches,O
3690,S0377221716304258,S0377221716304258-86,to,O
3691,S0377221716304258,S0377221716304258-87,fit,O
3692,S0377221716304258,S0377221716304258-88,complex,O
3693,S0377221716304258,S0377221716304258-89,traces,O
3694,S0377221716304258,S0377221716304258-90,by,O
3695,S0377221716304258,S0377221716304258-91,composing,B
3696,S0377221716304258,S0377221716304258-92,multiple,I
3697,S0377221716304258,S0377221716304258-93,small-sized,I
3698,S0377221716304258,S0377221716304258-94,MMPPs,I
3699,S0377221716304258,S0377221716304258-95,or,I
3700,S0377221716304258,S0377221716304258-96,MAPs,L
3701,S0377221716304258,S0377221716304258-97,using,O
3702,S0377221716304258,S0377221716304258-98,Kronecker,B
3703,S0377221716304258,S0377221716304258-99,operators,L
3704,S0377221716304258,S0377221716304258-100,(,O
3705,S0377221716304258,S0377221716304258-101,Andersen,O
3706,S0377221716304258,S0377221716304258-102,&,O
3707,S0377221716304258,S0377221716304258-103,Nielsen,O
3708,S0377221716304258,S0377221716304258-104,",",O
3709,S0377221716304258,S0377221716304258-105,1998,O
3710,S0377221716304258,S0377221716304258-106,;,O
3711,S0377221716304258,S0377221716304258-107,Casale,O
3712,S0377221716304258,S0377221716304258-108,",",O
3713,S0377221716304258,S0377221716304258-109,Zhang,O
3714,S0377221716304258,S0377221716304258-110,",",O
3715,S0377221716304258,S0377221716304258-111,&,O
3716,S0377221716304258,S0377221716304258-112,Smirni,O
3717,S0377221716304258,S0377221716304258-113,",",O
3718,S0377221716304258,S0377221716304258-114,2010,O
3719,S0377221716304258,S0377221716304258-115,;,O
3720,S0377221716304258,S0377221716304258-116,Horváth,O
3721,S0377221716304258,S0377221716304258-117,&,O
3722,S0377221716304258,S0377221716304258-118,Telek,O
3723,S0377221716304258,S0377221716304258-119,",",O
3724,S0377221716304258,S0377221716304258-120,2002,O
3725,S0377221716304258,S0377221716304258-121,),O
3726,S0377221716304258,S0377221716304258-122,.,O
3727,S0377221716304258,S0377221716304258-123,These,O
3728,S0377221716304258,S0377221716304258-124,methods,O
3729,S0377221716304258,S0377221716304258-125,employ,O
3730,S0377221716304258,S0377221716304258-126,composition,B
3731,S0377221716304258,S0377221716304258-127,operators,L
3732,S0377221716304258,S0377221716304258-128,for,O
3733,S0377221716304258,S0377221716304258-129,moment,O
3734,S0377221716304258,S0377221716304258-130,fitting,B
3735,S0377221716304258,S0377221716304258-131,",",O
3736,S0377221716304258,S0377221716304258-132,offering,O
3737,S0377221716304258,S0377221716304258-133,a,O
3738,S0377221716304258,S0377221716304258-134,different,O
3739,S0377221716304258,S0377221716304258-135,trade-off,O
3740,S0377221716304258,S0377221716304258-136,between,O
3741,S0377221716304258,S0377221716304258-137,computational,O
3742,S0377221716304258,S0377221716304258-138,cost,O
3743,S0377221716304258,S0377221716304258-139,and,O
3744,S0377221716304258,S0377221716304258-140,fitting,O
3745,S0377221716304258,S0377221716304258-141,accuracy,O
3746,S0377221716304258,S0377221716304258-142,compared,O
3747,S0377221716304258,S0377221716304258-143,to,O
3748,S0377221716304258,S0377221716304258-144,fitting,O
3749,S0377221716304258,S0377221716304258-145,methods,L
3750,S0377221716304258,S0377221716304258-146,based,O
3751,S0377221716304258,S0377221716304258-147,on,O
3752,S0377221716304258,S0377221716304258-148,the,O
3753,S0377221716304258,S0377221716304258-149,EM,B
3754,S0377221716304258,S0377221716304258-150,algorithm,L
3755,S0377221716304258,S0377221716304258-151,(,O
3756,S0377221716304258,S0377221716304258-152,Breuer,O
3757,S0377221716304258,S0377221716304258-153,",",O
3758,S0377221716304258,S0377221716304258-154,2002,O
3759,S0377221716304258,S0377221716304258-155,;,O
3760,S0377221716304258,S0377221716304258-156,Horváth,O
3761,S0377221716304258,S0377221716304258-157,&,O
3762,S0377221716304258,S0377221716304258-158,Okamura,O
3763,S0377221716304258,S0377221716304258-159,",",O
3764,S0377221716304258,S0377221716304258-160,2013,O
3765,S0377221716304258,S0377221716304258-161,;,O
3766,S0377221716304258,S0377221716304258-162,Klemm,O
3767,S0377221716304258,S0377221716304258-163,",",O
3768,S0377221716304258,S0377221716304258-164,Lindemann,O
3769,S0377221716304258,S0377221716304258-165,",",O
3770,S0377221716304258,S0377221716304258-166,&,O
3771,S0377221716304258,S0377221716304258-167,Lohmann,O
3772,S0377221716304258,S0377221716304258-168,",",O
3773,S0377221716304258,S0377221716304258-169,2003,O
3774,S0377221716304258,S0377221716304258-170,),O
3775,S0377221716304258,S0377221716304258-171,.,O
3776,S0377221716304258,S0377221716304258-172,In,O
3777,S0377221716304258,S0377221716304258-173,particular,O
3778,S0377221716304258,S0377221716304258-174,",",O
3779,S0377221716304258,S0377221716304258-175,the,O
3780,S0377221716304258,S0377221716304258-176,superposition,B
3781,S0377221716304258,S0377221716304258-177,operator,L
3782,S0377221716304258,S0377221716304258-178,allows,O
3783,S0377221716304258,S0377221716304258-179,one,O
3784,S0377221716304258,S0377221716304258-180,to,O
3785,S0377221716304258,S0377221716304258-181,describe,O
3786,S0377221716304258,S0377221716304258-182,a,O
3787,S0377221716304258,S0377221716304258-183,trace,O
3788,S0377221716304258,S0377221716304258-184,by,O
3789,S0377221716304258,S0377221716304258-185,the,O
3790,S0377221716304258,S0377221716304258-186,statistical,B
3791,S0377221716304258,S0377221716304258-187,multiplexing,I
3792,S0377221716304258,S0377221716304258-188,of,I
3793,S0377221716304258,S0377221716304258-189,several,I
3794,S0377221716304258,S0377221716304258-190,MMPPs,U
3795,S0377221716304258,S0377221716304258-191,",",O
3796,S0377221716304258,S0377221716304258-192,at,O
3797,S0377221716304258,S0377221716304258-193,the,O
3798,S0377221716304258,S0377221716304258-194,expense,O
3799,S0377221716304258,S0377221716304258-195,of,O
3800,S0377221716304258,S0377221716304258-196,an,O
3801,S0377221716304258,S0377221716304258-197,exponential,O
3802,S0377221716304258,S0377221716304258-198,growth,O
3803,S0377221716304258,S0377221716304258-199,of,O
3804,S0377221716304258,S0377221716304258-200,the,O
3805,S0377221716304258,S0377221716304258-201,number,O
3806,S0377221716304258,S0377221716304258-202,of,O
3807,S0377221716304258,S0377221716304258-203,states,B
3808,S0377221716304258,S0377221716304258-204,in,O
3809,S0377221716304258,S0377221716304258-205,the,O
3810,S0377221716304258,S0377221716304258-206,resulting,O
3811,S0377221716304258,S0377221716304258-207,process,O
3812,S0377221716304258,S0377221716304258-208,(,O
3813,S0377221716304258,S0377221716304258-209,Sriram,O
3814,S0377221716304258,S0377221716304258-210,&,O
3815,S0377221716304258,S0377221716304258-211,Whitt,O
3816,S0377221716304258,S0377221716304258-212,",",O
3817,S0377221716304258,S0377221716304258-213,1986,O
3818,S0377221716304258,S0377221716304258-214,),O
3819,S0377221716304258,S0377221716304258-215,.,O
3820,S0377221716304258,S0377221716304258-216,This,O
3821,S0377221716304258,S0377221716304258-217,state,O
3822,S0377221716304258,S0377221716304258-218,space,I
3823,S0377221716304258,S0377221716304258-219,explosion,L
3824,S0377221716304258,S0377221716304258-220,is,O
3825,S0377221716304258,S0377221716304258-221,an,O
3826,S0377221716304258,S0377221716304258-222,obstacle,O
3827,S0377221716304258,S0377221716304258-223,for,O
3828,S0377221716304258,S0377221716304258-224,the,O
3829,S0377221716304258,S0377221716304258-225,application,O
3830,S0377221716304258,S0377221716304258-226,of,O
3831,S0377221716304258,S0377221716304258-227,MMPPs,B
3832,S0377221716304258,S0377221716304258-228,and,I
3833,S0377221716304258,S0377221716304258-229,MAPs,L
3834,S0377221716304258,S0377221716304258-230,to,O
3835,S0377221716304258,S0377221716304258-231,modeling,B
3836,S0377221716304258,S0377221716304258-232,real,I
3837,S0377221716304258,S0377221716304258-233,systems,L
3838,S0377221716304258,S0377221716304258-234,;,O
3839,S0377221716304258,S0377221716304258-235,for,O
3840,S0377221716304258,S0377221716304258-236,example,O
3841,S0377221716304258,S0377221716304258-237,it,O
3842,S0377221716304258,S0377221716304258-238,considerably,O
3843,S0377221716304258,S0377221716304258-239,slows,O
3844,S0377221716304258,S0377221716304258-240,down,O
3845,S0377221716304258,S0377221716304258-241,",",O
3846,S0377221716304258,S0377221716304258-242,or,O
3847,S0377221716304258,S0377221716304258-243,even,O
3848,S0377221716304258,S0377221716304258-244,renders,O
3849,S0377221716304258,S0377221716304258-245,infeasible,O
3850,S0377221716304258,S0377221716304258-246,",",O
3851,S0377221716304258,S0377221716304258-247,the,O
3852,S0377221716304258,S0377221716304258-248,numerical,B
3853,S0377221716304258,S0377221716304258-249,evaluation,I
3854,S0377221716304258,S0377221716304258-250,of,I
3855,S0377221716304258,S0377221716304258-251,queueing,I
3856,S0377221716304258,S0377221716304258-252,models,L
3857,S0377221716304258,S0377221716304258-253,by,O
3858,S0377221716304258,S0377221716304258-254,matrix,B
3859,S0377221716304258,S0377221716304258-255,geometric,I
3860,S0377221716304258,S0377221716304258-256,methods,L
3861,S0377221716304258,S0377221716304258-257,(,O
3862,S0377221716304258,S0377221716304258-258,Bini,O
3863,S0377221716304258,S0377221716304258-259,",",O
3864,S0377221716304258,S0377221716304258-260,Meini,O
3865,S0377221716304258,S0377221716304258-261,",",O
3866,S0377221716304258,S0377221716304258-262,Steffé,O
3867,S0377221716304258,S0377221716304258-263,",",O
3868,S0377221716304258,S0377221716304258-264,Pérez,O
3869,S0377221716304258,S0377221716304258-265,",",O
3870,S0377221716304258,S0377221716304258-266,&,O
3871,S0377221716304258,S0377221716304258-267,Houdt,O
3872,S0377221716304258,S0377221716304258-268,",",O
3873,S0377221716304258,S0377221716304258-269,2012,O
3874,S0377221716304258,S0377221716304258-270,;,O
3875,S0377221716304258,S0377221716304258-271,Pérez,O
3876,S0377221716304258,S0377221716304258-272,",",O
3877,S0377221716304258,S0377221716304258-273,Velthoven,O
3878,S0377221716304258,S0377221716304258-274,",",O
3879,S0377221716304258,S0377221716304258-275,&,O
3880,S0377221716304258,S0377221716304258-276,Houdt,O
3881,S0377221716304258,S0377221716304258-277,",",O
3882,S0377221716304258,S0377221716304258-278,2008,O
3883,S0377221716304258,S0377221716304258-279,),O
3884,S0377221716304258,S0377221716304258-280,.,O
3885,S0098300413002185,S0098300413002185-0,A,O
3886,S0098300413002185,S0098300413002185-1,number,O
3887,S0098300413002185,S0098300413002185-2,of,O
3888,S0098300413002185,S0098300413002185-3,model,O
3889,S0098300413002185,S0098300413002185-4,parameters,O
3890,S0098300413002185,S0098300413002185-5,can,O
3891,S0098300413002185,S0098300413002185-6,change,O
3892,S0098300413002185,S0098300413002185-7,regionally,O
3893,S0098300413002185,S0098300413002185-8,or,O
3894,S0098300413002185,S0098300413002185-9,seasonally,O
3895,S0098300413002185,S0098300413002185-10,",",O
3896,S0098300413002185,S0098300413002185-11,in,O
3897,S0098300413002185,S0098300413002185-12,particular,O
3898,S0098300413002185,S0098300413002185-13,the,O
3899,S0098300413002185,S0098300413002185-14,inherent,O
3900,S0098300413002185,S0098300413002185-15,optical,O
3901,S0098300413002185,S0098300413002185-16,properties,O
3902,S0098300413002185,S0098300413002185-17,of,O
3903,S0098300413002185,S0098300413002185-18,water,B
3904,S0098300413002185,S0098300413002185-19,constituents,L
3905,S0098300413002185,S0098300413002185-20,[,O
3906,S0098300413002185,S0098300413002185-21,ai⁎,B
3907,S0098300413002185,S0098300413002185-22,(,O
3908,S0098300413002185,S0098300413002185-23,λ,L
3909,S0098300413002185,S0098300413002185-24,),O
3910,S0098300413002185,S0098300413002185-25,",",O
3911,S0098300413002185,S0098300413002185-26,aY⁎,B
3912,S0098300413002185,S0098300413002185-27,(,O
3913,S0098300413002185,S0098300413002185-28,λ,L
3914,S0098300413002185,S0098300413002185-29,),O
3915,S0098300413002185,S0098300413002185-30,",",O
3916,S0098300413002185,S0098300413002185-31,aD⁎,B
3917,S0098300413002185,S0098300413002185-32,(,O
3918,S0098300413002185,S0098300413002185-33,λ,L
3919,S0098300413002185,S0098300413002185-34,),O
3920,S0098300413002185,S0098300413002185-35,",",O
3921,S0098300413002185,S0098300413002185-36,bX,B
3922,S0098300413002185,S0098300413002185-37,(,O
3923,S0098300413002185,S0098300413002185-38,λ,L
3924,S0098300413002185,S0098300413002185-39,),O
3925,S0098300413002185,S0098300413002185-40,",",O
3926,S0098300413002185,S0098300413002185-41,bb,B
3927,S0098300413002185,S0098300413002185-42,",",O
3928,S0098300413002185,S0098300413002185-43,X⁎,L
3929,S0098300413002185,S0098300413002185-44,",",O
3930,S0098300413002185,S0098300413002185-45,bb,U
3931,S0098300413002185,S0098300413002185-46,",",O
3932,S0098300413002185,S0098300413002185-47,Mie⁎,U
3933,S0098300413002185,S0098300413002185-48,],O
3934,S0098300413002185,S0098300413002185-49,and,O
3935,S0098300413002185,S0098300413002185-50,the,O
3936,S0098300413002185,S0098300413002185-51,apparent,O
3937,S0098300413002185,S0098300413002185-52,optical,B
3938,S0098300413002185,S0098300413002185-53,properties,I
3939,S0098300413002185,S0098300413002185-54,of,I
3940,S0098300413002185,S0098300413002185-55,the,I
3941,S0098300413002185,S0098300413002185-56,bottom,I
3942,S0098300413002185,S0098300413002185-57,[,O
3943,S0098300413002185,S0098300413002185-58,Rib,I
3944,S0098300413002185,S0098300413002185-59,(,O
3945,S0098300413002185,S0098300413002185-60,λ,I
3946,S0098300413002185,S0098300413002185-61,),O
3947,S0098300413002185,S0098300413002185-62,",",O
3948,S0098300413002185,S0098300413002185-63,Bi,I
3949,S0098300413002185,S0098300413002185-64,],O
3950,S0098300413002185,S0098300413002185-65,and,I
3951,S0098300413002185,S0098300413002185-66,the,I
3952,S0098300413002185,S0098300413002185-67,atmosphere,L
3953,S0098300413002185,S0098300413002185-68,.,O
3954,S0098300413002185,S0098300413002185-69,The,O
3955,S0098300413002185,S0098300413002185-70,database,U
3956,S0098300413002185,S0098300413002185-71,provided,O
3957,S0098300413002185,S0098300413002185-72,with,O
3958,S0098300413002185,S0098300413002185-73,WASI,U
3959,S0098300413002185,S0098300413002185-74,has,O
3960,S0098300413002185,S0098300413002185-75,been,O
3961,S0098300413002185,S0098300413002185-76,derived,O
3962,S0098300413002185,S0098300413002185-77,from,O
3963,S0098300413002185,S0098300413002185-78,in-situ,B
3964,S0098300413002185,S0098300413002185-79,measurements,L
3965,S0098300413002185,S0098300413002185-80,from,O
3966,S0098300413002185,S0098300413002185-81,lakes,O
3967,S0098300413002185,S0098300413002185-82,in,O
3968,S0098300413002185,S0098300413002185-83,Southern,O
3969,S0098300413002185,S0098300413002185-84,Germany,O
3970,S0098300413002185,S0098300413002185-85,(,O
3971,S0098300413002185,S0098300413002185-86,Gege,O
3972,S0098300413002185,S0098300413002185-87,",",O
3973,S0098300413002185,S0098300413002185-88,1998,O
3974,S0098300413002185,S0098300413002185-89,;,O
3975,S0098300413002185,S0098300413002185-90,Heege,O
3976,S0098300413002185,S0098300413002185-91,",",O
3977,S0098300413002185,S0098300413002185-92,2000,O
3978,S0098300413002185,S0098300413002185-93,;,O
3979,S0098300413002185,S0098300413002185-94,Pinnel,O
3980,S0098300413002185,S0098300413002185-95,",",O
3981,S0098300413002185,S0098300413002185-96,2007,O
3982,S0098300413002185,S0098300413002185-97,),O
3983,S0098300413002185,S0098300413002185-98,.,O
3984,S0098300413002185,S0098300413002185-99,If,O
3985,S0098300413002185,S0098300413002185-100,no,O
3986,S0098300413002185,S0098300413002185-101,site-specific,O
3987,S0098300413002185,S0098300413002185-102,information,O
3988,S0098300413002185,S0098300413002185-103,is,O
3989,S0098300413002185,S0098300413002185-104,available,O
3990,S0098300413002185,S0098300413002185-105,",",O
3991,S0098300413002185,S0098300413002185-106,it,O
3992,S0098300413002185,S0098300413002185-107,can,O
3993,S0098300413002185,S0098300413002185-108,be,O
3994,S0098300413002185,S0098300413002185-109,used,O
3995,S0098300413002185,S0098300413002185-110,as,O
3996,S0098300413002185,S0098300413002185-111,a,O
3997,S0098300413002185,S0098300413002185-112,first,O
3998,S0098300413002185,S0098300413002185-113,approximation,O
3999,S0098300413002185,S0098300413002185-114,for,O
4000,S0098300413002185,S0098300413002185-115,other,O
4001,S0098300413002185,S0098300413002185-116,ecosystems,O
4002,S0098300413002185,S0098300413002185-117,as,O
4003,S0098300413002185,S0098300413002185-118,well,O
4004,S0098300413002185,S0098300413002185-119,.,O
4005,S0098300413002185,S0098300413002185-120,The,O
4006,S0098300413002185,S0098300413002185-121,variability,O
4007,S0098300413002185,S0098300413002185-122,within,O
4008,S0098300413002185,S0098300413002185-123,an,O
4009,S0098300413002185,S0098300413002185-124,ecosystem,O
4010,S0098300413002185,S0098300413002185-125,can,O
4011,S0098300413002185,S0098300413002185-126,be,O
4012,S0098300413002185,S0098300413002185-127,as,O
4013,S0098300413002185,S0098300413002185-128,large,O
4014,S0098300413002185,S0098300413002185-129,as,O
4015,S0098300413002185,S0098300413002185-130,between,O
4016,S0098300413002185,S0098300413002185-131,different,O
4017,S0098300413002185,S0098300413002185-132,ecosystem,O
4018,S0098300413002185,S0098300413002185-133,",",O
4019,S0098300413002185,S0098300413002185-134,i.e,O
4020,S0098300413002185,S0098300413002185-135,.,O
4021,S0098300413002185,S0098300413002185-136,ecosystem-specific,O
4022,S0098300413002185,S0098300413002185-137,sets,O
4023,S0098300413002185,S0098300413002185-138,of,O
4024,S0098300413002185,S0098300413002185-139,optical,O
4025,S0098300413002185,S0098300413002185-140,properties,O
4026,S0098300413002185,S0098300413002185-141,do,O
4027,S0098300413002185,S0098300413002185-142,not,O
4028,S0098300413002185,S0098300413002185-143,exist,O
4029,S0098300413002185,S0098300413002185-144,.,O
4030,S0098300413002185,S0098300413002185-145,However,O
4031,S0098300413002185,S0098300413002185-146,",",O
4032,S0098300413002185,S0098300413002185-147,region,B
4033,S0098300413002185,S0098300413002185-148,or,I
4034,S0098300413002185,S0098300413002185-149,season,I
4035,S0098300413002185,S0098300413002185-150,specific,I
4036,S0098300413002185,S0098300413002185-151,information,L
4037,S0098300413002185,S0098300413002185-152,should,O
4038,S0098300413002185,S0098300413002185-153,be,O
4039,S0098300413002185,S0098300413002185-154,used,O
4040,S0098300413002185,S0098300413002185-155,whenever,O
4041,S0098300413002185,S0098300413002185-156,available,O
4042,S0098300413002185,S0098300413002185-157,.,O
4043,S0098300413002185,S0098300413002185-158,Ideally,O
4044,S0098300413002185,S0098300413002185-159,",",O
4045,S0098300413002185,S0098300413002185-160,the,O
4046,S0098300413002185,S0098300413002185-161,optical,B
4047,S0098300413002185,S0098300413002185-162,properties,L
4048,S0098300413002185,S0098300413002185-163,should,O
4049,S0098300413002185,S0098300413002185-164,be,O
4050,S0098300413002185,S0098300413002185-165,measured,O
4051,S0098300413002185,S0098300413002185-166,at,O
4052,S0098300413002185,S0098300413002185-167,the,O
4053,S0098300413002185,S0098300413002185-168,test,O
4054,S0098300413002185,S0098300413002185-169,site,O
4055,S0098300413002185,S0098300413002185-170,close,O
4056,S0098300413002185,S0098300413002185-171,to,O
4057,S0098300413002185,S0098300413002185-172,the,O
4058,S0098300413002185,S0098300413002185-173,airplane,O
4059,S0098300413002185,S0098300413002185-174,or,O
4060,S0098300413002185,S0098300413002185-175,satellite,O
4061,S0098300413002185,S0098300413002185-176,overpass,O
4062,S0098300413002185,S0098300413002185-177,.,O
4063,S0098300413002185,S0098300413002185-178,This,O
4064,S0098300413002185,S0098300413002185-179,is,O
4065,S0098300413002185,S0098300413002185-180,however,O
4066,S0098300413002185,S0098300413002185-181,not,O
4067,S0098300413002185,S0098300413002185-182,always,O
4068,S0098300413002185,S0098300413002185-183,possible,O
4069,S0098300413002185,S0098300413002185-184,.,O
4070,S0098300413002185,S0098300413002185-185,A,O
4071,S0098300413002185,S0098300413002185-186,valuable,O
4072,S0098300413002185,S0098300413002185-187,source,O
4073,S0098300413002185,S0098300413002185-188,of,O
4074,S0098300413002185,S0098300413002185-189,information,O
4075,S0098300413002185,S0098300413002185-190,is,O
4076,S0098300413002185,S0098300413002185-191,the,O
4077,S0098300413002185,S0098300413002185-192,IOCCG,U
4078,S0098300413002185,S0098300413002185-193,webpage,O
4079,S0098300413002185,S0098300413002185-194,(,O
4080,S0098300413002185,S0098300413002185-195,IOCCG,B
4081,S0098300413002185,S0098300413002185-196,",",O
4082,S0098300413002185,S0098300413002185-197,2013b,O
4083,S0098300413002185,S0098300413002185-198,),O
4084,S0098300413002185,S0098300413002185-199,.,O
4085,S0098300413002185,S0098300413002185-200,It,O
4086,S0098300413002185,S0098300413002185-201,maintains,O
4087,S0098300413002185,S0098300413002185-202,a,O
4088,S0098300413002185,S0098300413002185-203,list,O
4089,S0098300413002185,S0098300413002185-204,of,O
4090,S0098300413002185,S0098300413002185-205,links,O
4091,S0098300413002185,S0098300413002185-206,to,O
4092,S0098300413002185,S0098300413002185-207,publicly,O
4093,S0098300413002185,S0098300413002185-208,available,O
4094,S0098300413002185,S0098300413002185-209,data,O
4095,S0098300413002185,S0098300413002185-210,sets,O
4096,S0098300413002185,S0098300413002185-211,",",O
4097,S0098300413002185,S0098300413002185-212,for,O
4098,S0098300413002185,S0098300413002185-213,example,O
4099,S0098300413002185,S0098300413002185-214,the,O
4100,S0098300413002185,S0098300413002185-215,IOCCG,O
4101,S0098300413002185,S0098300413002185-216,(,O
4102,S0098300413002185,S0098300413002185-217,2006,I
4103,S0098300413002185,S0098300413002185-218,),O
4104,S0098300413002185,S0098300413002185-219,data,I
4105,S0098300413002185,S0098300413002185-220,bank,L
4106,S0098300413002185,S0098300413002185-221,",",O
4107,S0098300413002185,S0098300413002185-222,the,O
4108,S0098300413002185,S0098300413002185-223,NASA,B
4109,S0098300413002185,S0098300413002185-224,bio-Optical,I
4110,S0098300413002185,S0098300413002185-225,Marine,I
4111,S0098300413002185,S0098300413002185-226,Algorithm,I
4112,S0098300413002185,S0098300413002185-227,Data,I
4113,S0098300413002185,S0098300413002185-228,set,L
4114,S0098300413002185,S0098300413002185-229,(,O
4115,S0098300413002185,S0098300413002185-230,NOMAD,U
4116,S0098300413002185,S0098300413002185-231,),O
4117,S0098300413002185,S0098300413002185-232,and,O
4118,S0098300413002185,S0098300413002185-233,the,O
4119,S0098300413002185,S0098300413002185-234,SeaWiFS,B
4120,S0098300413002185,S0098300413002185-235,Bio-Optical,I
4121,S0098300413002185,S0098300413002185-236,Archive,I
4122,S0098300413002185,S0098300413002185-237,and,I
