DocID,TokenID,Token,Tag
S0370269304009335,S0370269304009335-52,the,
S0370269304009335,S0370269304009335-53,question,
S0370269304009335,S0370269304009335-54,arises,
S0370269304009335,S0370269304009335-55,",",
S0370269304009335,S0370269304009335-56,since,
S0370269304009335,S0370269304009335-57,eleven-dimensional,
S0370269304009335,S0370269304009335-58,Minkowski,
S0370269304009335,S0370269304009335-59,space,
S0370269304009335,S0370269304009335-60,is,
S0370269304009335,S0370269304009335-61,a,
S0370269304009335,S0370269304009335-62,maximally,
S0370269304009335,S0370269304009335-63,(,
S0370269304009335,S0370269304009335-64,super,
S0370269304009335,S0370269304009335-65,),
S0370269304009335,S0370269304009335-66,symmetric,
S0370269304009335,S0370269304009335-67,state,
S0370269304009335,S0370269304009335-68,",",
S0370269304009335,S0370269304009335-69,and,
S0370269304009335,S0370269304009335-70,the,
S0370269304009335,S0370269304009335-71,theory,
S0370269304009335,S0370269304009335-72,is,
S0370269304009335,S0370269304009335-73,well-behaved,
S0370269304009335,S0370269304009335-74,around,
S0370269304009335,S0370269304009335-75,it,
S0370269304009335,S0370269304009335-76,",",
S0370269304009335,S0370269304009335-77,why,
S0370269304009335,S0370269304009335-78,the,
S0370269304009335,S0370269304009335-79,theory,
S0370269304009335,S0370269304009335-80,does,
S0370269304009335,S0370269304009335-81,not,
S0370269304009335,S0370269304009335-82,select,
S0370269304009335,S0370269304009335-83,this,
S0370269304009335,S0370269304009335-84,configuration,
S0370269304009335,S0370269304009335-85,as,
S0370269304009335,S0370269304009335-86,the,
S0370269304009335,S0370269304009335-87,vacuum,
S0370269304009335,S0370269304009335-88,",",
S0370269304009335,S0370269304009335-89,but,
S0370269304009335,S0370269304009335-90,instead,
S0370269304009335,S0370269304009335-91,",",
S0370269304009335,S0370269304009335-92,it,
S0370269304009335,S0370269304009335-93,chooses,
S0370269304009335,S0370269304009335-94,a,
S0370269304009335,S0370269304009335-95,particular,
S0370269304009335,S0370269304009335-96,compactified,
S0370269304009335,S0370269304009335-97,space,
S0370269304009335,S0370269304009335-98,with,
S0370269304009335,S0370269304009335-99,less,
S0370269304009335,S0370269304009335-100,symmetry,
S0370269304009335,S0370269304009335-101,.,
S0370269304009335,S0370269304009335-102,An,
S0370269304009335,S0370269304009335-103,ideal,
S0370269304009335,S0370269304009335-104,situation,
S0370269304009335,S0370269304009335-105,",",
S0370269304009335,S0370269304009335-106,instead,
S0370269304009335,S0370269304009335-107,",",
S0370269304009335,S0370269304009335-108,would,
S0370269304009335,S0370269304009335-109,be,
S0370269304009335,S0370269304009335-110,that,
S0370269304009335,S0370269304009335-111,the,
S0370269304009335,S0370269304009335-112,eleven-dimensional,
S0370269304009335,S0370269304009335-113,theory,
S0370269304009335,S0370269304009335-114,dynamically,
S0370269304009335,S0370269304009335-115,predicted,
S0370269304009335,S0370269304009335-116,a,
S0370269304009335,S0370269304009335-117,low,
S0370269304009335,S0370269304009335-118,energy,
S0370269304009335,S0370269304009335-119,regime,
S0370269304009335,S0370269304009335-120,which,
S0370269304009335,S0370269304009335-121,could,
S0370269304009335,S0370269304009335-122,only,
S0370269304009335,S0370269304009335-123,be,
S0370269304009335,S0370269304009335-124,a,
S0370269304009335,S0370269304009335-125,four-dimensional,
S0370269304009335,S0370269304009335-126,effective,
S0370269304009335,S0370269304009335-127,theory,
S0370269304009335,S0370269304009335-128,.,
S0370269304009335,S0370269304009335-129,In,
S0370269304009335,S0370269304009335-130,such,
S0370269304009335,S0370269304009335-131,a,
S0370269304009335,S0370269304009335-132,scenario,
S0370269304009335,S0370269304009335-133,",",
S0370269304009335,S0370269304009335-134,a,
S0370269304009335,S0370269304009335-135,background,
S0370269304009335,S0370269304009335-136,solution,
S0370269304009335,S0370269304009335-137,with,
S0370269304009335,S0370269304009335-138,an,
S0370269304009335,S0370269304009335-139,effective,
S0370269304009335,S0370269304009335-140,spacetime,
S0370269304009335,S0370269304009335-141,dimension,
S0370269304009335,S0370269304009335-142,d,
S0370269304009335,S0370269304009335-143,>,
S0370269304009335,S0370269304009335-144,4,
S0370269304009335,S0370269304009335-145,should,
S0370269304009335,S0370269304009335-146,be,
S0370269304009335,S0370269304009335-147,expected,
S0370269304009335,S0370269304009335-148,to,
S0370269304009335,S0370269304009335-149,be,
S0370269304009335,S0370269304009335-150,a,
S0370269304009335,S0370269304009335-151,false,
S0370269304009335,S0370269304009335-152,vacuum,
S0370269304009335,S0370269304009335-153,where,
S0370269304009335,S0370269304009335-154,the,
S0370269304009335,S0370269304009335-155,propagators,
S0370269304009335,S0370269304009335-156,for,
S0370269304009335,S0370269304009335-157,the,
S0370269304009335,S0370269304009335-158,dynamical,
S0370269304009335,S0370269304009335-159,fields,
S0370269304009335,S0370269304009335-160,are,
S0370269304009335,S0370269304009335-161,ill-defined,
S0370269304009335,S0370269304009335-162,",",
S0370269304009335,S0370269304009335-163,lest,
S0370269304009335,S0370269304009335-164,a,
S0370269304009335,S0370269304009335-165,low,
S0370269304009335,S0370269304009335-166,energy,
S0370269304009335,S0370269304009335-167,effective,
S0370269304009335,S0370269304009335-168,theory,
S0370269304009335,S0370269304009335-169,could,
S0370269304009335,S0370269304009335-170,exist,
S0370269304009335,S0370269304009335-171,in,
S0370269304009335,S0370269304009335-172,dimensions,
S0370269304009335,S0370269304009335-173,higher,
S0370269304009335,S0370269304009335-174,than,
S0370269304009335,S0370269304009335-175,four,
S0370269304009335,S0370269304009335-176,.,
S0370269304009657,S0370269304009657-0,In,
S0370269304009657,S0370269304009657-1,this,
S0370269304009657,S0370269304009657-2,Letter,
S0370269304009657,S0370269304009657-3,",",
S0370269304009657,S0370269304009657-4,we,
S0370269304009657,S0370269304009657-5,present,
S0370269304009657,S0370269304009657-6,results,
S0370269304009657,S0370269304009657-7,of,
S0370269304009657,S0370269304009657-8,a,
S0370269304009657,S0370269304009657-9,relativistic,
S0370269304009657,S0370269304009657-10,calculation,
S0370269304009657,S0370269304009657-11,of,
S0370269304009657,S0370269304009657-12,decay,
S0370269304009657,S0370269304009657-13,constants,
S0370269304009657,S0370269304009657-14,in,
S0370269304009657,S0370269304009657-15,the,
S0370269304009657,S0370269304009657-16,framework,
S0370269304009657,S0370269304009657-17,of,
S0370269304009657,S0370269304009657-18,full,
S0370269304009657,S0370269304009657-19,Salpeter,
S0370269304009657,S0370269304009657-20,equation,
S0370269304009657,S0370269304009657-21,.,
S0370269304009657,S0370269304009657-22,The,
S0370269304009657,S0370269304009657-23,full,
S0370269304009657,S0370269304009657-24,Salpeter,
S0370269304009657,S0370269304009657-25,equation,
S0370269304009657,S0370269304009657-26,is,
S0370269304009657,S0370269304009657-27,a,
S0370269304009657,S0370269304009657-28,relativistic,
S0370269304009657,S0370269304009657-29,equation,
S0370269304009657,S0370269304009657-30,describing,
S0370269304009657,S0370269304009657-31,a,
S0370269304009657,S0370269304009657-32,bound,
S0370269304009657,S0370269304009657-33,state,
S0370269304009657,S0370269304009657-34,.,
S0370269304009657,S0370269304009657-35,Since,
S0370269304009657,S0370269304009657-36,this,
S0370269304009657,S0370269304009657-37,method,
S0370269304009657,S0370269304009657-38,has,
S0370269304009657,S0370269304009657-39,a,
S0370269304009657,S0370269304009657-40,very,
S0370269304009657,S0370269304009657-41,solid,
S0370269304009657,S0370269304009657-42,basis,
S0370269304009657,S0370269304009657-43,in,
S0370269304009657,S0370269304009657-44,quantum,
S0370269304009657,S0370269304009657-45,field,
S0370269304009657,S0370269304009657-46,theory,
S0370269304009657,S0370269304009657-47,",",
S0370269304009657,S0370269304009657-48,it,
S0370269304009657,S0370269304009657-49,is,
S0370269304009657,S0370269304009657-50,very,
S0370269304009657,S0370269304009657-51,good,
S0370269304009657,S0370269304009657-52,in,
S0370269304009657,S0370269304009657-53,describing,
S0370269304009657,S0370269304009657-54,a,
S0370269304009657,S0370269304009657-55,bound,
S0370269304009657,S0370269304009657-56,state,
S0370269304009657,S0370269304009657-57,which,
S0370269304009657,S0370269304009657-58,is,
S0370269304009657,S0370269304009657-59,a,
S0370269304009657,S0370269304009657-60,relativistic,
S0370269304009657,S0370269304009657-61,system,
S0370269304009657,S0370269304009657-62,.,
S0370269304009657,S0370269304009657-63,In,
S0370269304009657,S0370269304009657-64,a,
S0370269304009657,S0370269304009657-65,previous,
S0370269304009657,S0370269304009657-66,paper,
S0370269304009657,S0370269304009657-67,[,
S0370269304009657,S0370269304009657-68,16,
S0370269304009657,S0370269304009657-69,],
S0370269304009657,S0370269304009657-70,",",
S0370269304009657,S0370269304009657-71,we,
S0370269304009657,S0370269304009657-72,solved,
S0370269304009657,S0370269304009657-73,the,
S0370269304009657,S0370269304009657-74,instantaneous,
S0370269304009657,S0370269304009657-75,Bethe–Salpeter,
S0370269304009657,S0370269304009657-76,equation,
S0370269304009657,S0370269304009657-77,[,
S0370269304009657,S0370269304009657-78,17,
S0370269304009657,S0370269304009657-79,],
S0370269304009657,S0370269304009657-80,",",
S0370269304009657,S0370269304009657-81,which,
S0370269304009657,S0370269304009657-82,is,
S0370269304009657,S0370269304009657-83,also,
S0370269304009657,S0370269304009657-84,called,
S0370269304009657,S0370269304009657-85,full,
S0370269304009657,S0370269304009657-86,Salpeter,
S0370269304009657,S0370269304009657-87,equation,
S0370269304009657,S0370269304009657-88,[,
S0370269304009657,S0370269304009657-89,18,
S0370269304009657,S0370269304009657-90,],
S0370269304009657,S0370269304009657-91,.,
S0370269304009657,S0370269304009657-92,After,
S0370269304009657,S0370269304009657-93,we,
S0370269304009657,S0370269304009657-94,solved,
S0370269304009657,S0370269304009657-95,the,
S0370269304009657,S0370269304009657-96,full,
S0370269304009657,S0370269304009657-97,Salpeter,
S0370269304009657,S0370269304009657-98,equation,
S0370269304009657,S0370269304009657-99,",",
S0370269304009657,S0370269304009657-100,we,
S0370269304009657,S0370269304009657-101,obtained,
S0370269304009657,S0370269304009657-102,the,
S0370269304009657,S0370269304009657-103,relativistic,
S0370269304009657,S0370269304009657-104,wave,
S0370269304009657,S0370269304009657-105,function,
S0370269304009657,S0370269304009657-106,of,
S0370269304009657,S0370269304009657-107,the,
S0370269304009657,S0370269304009657-108,bound,
S0370269304009657,S0370269304009657-109,state,
S0370269304009657,S0370269304009657-110,.,
S0370269304009657,S0370269304009657-111,We,
S0370269304009657,S0370269304009657-112,used,
S0370269304009657,S0370269304009657-113,this,
S0370269304009657,S0370269304009657-114,wave,
S0370269304009657,S0370269304009657-115,function,
S0370269304009657,S0370269304009657-116,to,
S0370269304009657,S0370269304009657-117,calculate,
S0370269304009657,S0370269304009657-118,the,
S0370269304009657,S0370269304009657-119,average,
S0370269304009657,S0370269304009657-120,kinetic,
S0370269304009657,S0370269304009657-121,energy,
S0370269304009657,S0370269304009657-122,of,
S0370269304009657,S0370269304009657-123,the,
S0370269304009657,S0370269304009657-124,heavy,
S0370269304009657,S0370269304009657-125,quark,
S0370269304009657,S0370269304009657-126,inside,
S0370269304009657,S0370269304009657-127,a,
S0370269304009657,S0370269304009657-128,heavy,
S0370269304009657,S0370269304009657-129,meson,
S0370269304009657,S0370269304009657-130,in,
S0370269304009657,S0370269304009657-131,0−,
S0370269304009657,S0370269304009657-132,state,
S0370269304009657,S0370269304009657-133,",",
S0370269304009657,S0370269304009657-134,and,
S0370269304009657,S0370269304009657-135,obtained,
S0370269304009657,S0370269304009657-136,values,
S0370269304009657,S0370269304009657-137,which,
S0370269304009657,S0370269304009657-138,agree,
S0370269304009657,S0370269304009657-139,very,
S0370269304009657,S0370269304009657-140,well,
S0370269304009657,S0370269304009657-141,with,
S0370269304009657,S0370269304009657-142,recent,
S0370269304009657,S0370269304009657-143,experiments,
S0370269304009657,S0370269304009657-144,.,
S0370269304009657,S0370269304009657-145,We,
S0370269304009657,S0370269304009657-146,also,
S0370269304009657,S0370269304009657-147,found,
S0370269304009657,S0370269304009657-148,there,
S0370269304009657,S0370269304009657-149,that,
S0370269304009657,S0370269304009657-150,the,
S0370269304009657,S0370269304009657-151,relativistic,
S0370269304009657,S0370269304009657-152,corrections,
S0370269304009657,S0370269304009657-153,are,
S0370269304009657,S0370269304009657-154,quite,
S0370269304009657,S0370269304009657-155,large,
S0370269304009657,S0370269304009657-156,and,
S0370269304009657,S0370269304009657-157,can,
S0370269304009657,S0370269304009657-158,not,
S0370269304009657,S0370269304009657-159,be,
S0370269304009657,S0370269304009657-160,ignored,
S0370269304009657,S0370269304009657-161,[,
S0370269304009657,S0370269304009657-162,16,
S0370269304009657,S0370269304009657-163,],
S0370269304009657,S0370269304009657-164,.,
S0370269304009657,S0370269304009657-165,In,
S0370269304009657,S0370269304009657-166,this,
S0370269304009657,S0370269304009657-167,Letter,
S0370269304009657,S0370269304009657-168,we,
S0370269304009657,S0370269304009657-169,use,
S0370269304009657,S0370269304009657-170,this,
S0370269304009657,S0370269304009657-171,method,
S0370269304009657,S0370269304009657-172,to,
S0370269304009657,S0370269304009657-173,predict,
S0370269304009657,S0370269304009657-174,the,
S0370269304009657,S0370269304009657-175,values,
S0370269304009657,S0370269304009657-176,of,
S0370269304009657,S0370269304009657-177,decay,
S0370269304009657,S0370269304009657-178,constants,
S0370269304009657,S0370269304009657-179,of,
S0370269304009657,S0370269304009657-180,heavy,
S0370269304009657,S0370269304009657-181,mesons,
S0370269304009657,S0370269304009657-182,in,
S0370269304009657,S0370269304009657-183,0−,
S0370269304009657,S0370269304009657-184,state,
S0370269304009657,S0370269304009657-185,.,
S0370269304009189,S0370269304009189-0,The,
S0370269304009189,S0370269304009189-1,spins,
S0370269304009189,S0370269304009189-2,and,
S0370269304009189,S0370269304009189-3,parities,
S0370269304009189,S0370269304009189-4,of,
S0370269304009189,S0370269304009189-5,Θ+,
S0370269304009189,S0370269304009189-6,and,
S0370269304009189,S0370269304009189-7,Ξ−−,
S0370269304009189,S0370269304009189-8,are,
S0370269304009189,S0370269304009189-9,not,
S0370269304009189,S0370269304009189-10,yet,
S0370269304009189,S0370269304009189-11,known,
S0370269304009189,S0370269304009189-12,experimentally,
S0370269304009189,S0370269304009189-13,.,
S0370269304009189,S0370269304009189-14,In,
S0370269304009189,S0370269304009189-15,this,
S0370269304009189,S0370269304009189-16,new,
S0370269304009189,S0370269304009189-17,wave,
S0370269304009189,S0370269304009189-18,of,
S0370269304009189,S0370269304009189-19,pentaquark,
S0370269304009189,S0370269304009189-20,research,
S0370269304009189,S0370269304009189-21,",",
S0370269304009189,S0370269304009189-22,most,
S0370269304009189,S0370269304009189-23,theoretical,
S0370269304009189,S0370269304009189-24,papers,
S0370269304009189,S0370269304009189-25,take,
S0370269304009189,S0370269304009189-26,the,
S0370269304009189,S0370269304009189-27,spin,
S0370269304009189,S0370269304009189-28,equal,
S0370269304009189,S0370269304009189-29,to,
S0370269304009189,S0370269304009189-30,1/2,
S0370269304009189,S0370269304009189-31,.,
S0370269304009189,S0370269304009189-32,The,
S0370269304009189,S0370269304009189-33,parity,
S0370269304009189,S0370269304009189-34,is,
S0370269304009189,S0370269304009189-35,more,
S0370269304009189,S0370269304009189-36,controversial,
S0370269304009189,S0370269304009189-37,.,
S0370269304009189,S0370269304009189-38,In,
S0370269304009189,S0370269304009189-39,chiral,
S0370269304009189,S0370269304009189-40,soliton,
S0370269304009189,S0370269304009189-41,or,
S0370269304009189,S0370269304009189-42,Skyrme,
S0370269304009189,S0370269304009189-43,models,
S0370269304009189,S0370269304009189-44,the,
S0370269304009189,S0370269304009189-45,parity,
S0370269304009189,S0370269304009189-46,is,
S0370269304009189,S0370269304009189-47,positive,
S0370269304009189,S0370269304009189-48,[,
S0370269304009189,S0370269304009189-49,4,
S0370269304009189,S0370269304009189-50,],
S0370269304009189,S0370269304009189-51,.,
S0370269304009189,S0370269304009189-52,In,
S0370269304009189,S0370269304009189-53,constituent,
S0370269304009189,S0370269304009189-54,quark,
S0370269304009189,S0370269304009189-55,models,
S0370269304009189,S0370269304009189-56,it,
S0370269304009189,S0370269304009189-57,is,
S0370269304009189,S0370269304009189-58,usually,
S0370269304009189,S0370269304009189-59,positive,
S0370269304009189,S0370269304009189-60,.,
S0370269304009189,S0370269304009189-61,In,
S0370269304009189,S0370269304009189-62,the,
S0370269304009189,S0370269304009189-63,present,
S0370269304009189,S0370269304009189-64,approach,
S0370269304009189,S0370269304009189-65,",",
S0370269304009189,S0370269304009189-66,the,
S0370269304009189,S0370269304009189-67,parity,
S0370269304009189,S0370269304009189-68,of,
S0370269304009189,S0370269304009189-69,the,
S0370269304009189,S0370269304009189-70,pentaquark,
S0370269304009189,S0370269304009189-71,is,
S0370269304009189,S0370269304009189-72,given,
S0370269304009189,S0370269304009189-73,by,
S0370269304009189,S0370269304009189-74,P=,
S0370269304009189,S0370269304009189-75,(,
S0370269304009189,S0370269304009189-76,−,
S0370269304009189,S0370269304009189-77,),
S0370269304009189,S0370269304009189-78,ℓ+1,
S0370269304009189,S0370269304009189-79,",",
S0370269304009189,S0370269304009189-80,where,
S0370269304009189,S0370269304009189-81,ℓ,
S0370269304009189,S0370269304009189-82,is,
S0370269304009189,S0370269304009189-83,the,
S0370269304009189,S0370269304009189-84,angular,
S0370269304009189,S0370269304009189-85,momentum,
S0370269304009189,S0370269304009189-86,associated,
S0370269304009189,S0370269304009189-87,with,
S0370269304009189,S0370269304009189-88,the,
S0370269304009189,S0370269304009189-89,relative,
S0370269304009189,S0370269304009189-90,coordinates,
S0370269304009189,S0370269304009189-91,of,
S0370269304009189,S0370269304009189-92,the,
S0370269304009189,S0370269304009189-93,q4,
S0370269304009189,S0370269304009189-94,subsystem,
S0370269304009189,S0370269304009189-95,.,
S0370269304009189,S0370269304009189-96,We,
S0370269304009189,S0370269304009189-97,analyze,
S0370269304009189,S0370269304009189-98,the,
S0370269304009189,S0370269304009189-99,case,
S0370269304009189,S0370269304009189-100,where,
S0370269304009189,S0370269304009189-101,the,
S0370269304009189,S0370269304009189-102,subsystem,
S0370269304009189,S0370269304009189-103,of,
S0370269304009189,S0370269304009189-104,four,
S0370269304009189,S0370269304009189-105,light,
S0370269304009189,S0370269304009189-106,quarks,
S0370269304009189,S0370269304009189-107,is,
S0370269304009189,S0370269304009189-108,in,
S0370269304009189,S0370269304009189-109,a,
S0370269304009189,S0370269304009189-110,state,
S0370269304009189,S0370269304009189-111,of,
S0370269304009189,S0370269304009189-112,orbital,
S0370269304009189,S0370269304009189-113,symmetry,
S0370269304009189,S0370269304009189-114,[,
S0370269304009189,S0370269304009189-115,31,
S0370269304009189,S0370269304009189-116,],
S0370269304009189,S0370269304009189-117,O,
S0370269304009189,S0370269304009189-118,and,
S0370269304009189,S0370269304009189-119,carries,
S0370269304009189,S0370269304009189-120,an,
S0370269304009189,S0370269304009189-121,angular,
S0370269304009189,S0370269304009189-122,momentum,
S0370269304009189,S0370269304009189-123,ℓ=1,
S0370269304009189,S0370269304009189-124,.,
S0370269304009189,S0370269304009189-125,Although,
S0370269304009189,S0370269304009189-126,the,
S0370269304009189,S0370269304009189-127,kinetic,
S0370269304009189,S0370269304009189-128,energy,
S0370269304009189,S0370269304009189-129,of,
S0370269304009189,S0370269304009189-130,such,
S0370269304009189,S0370269304009189-131,a,
S0370269304009189,S0370269304009189-132,state,
S0370269304009189,S0370269304009189-133,is,
S0370269304009189,S0370269304009189-134,higher,
S0370269304009189,S0370269304009189-135,than,
S0370269304009189,S0370269304009189-136,that,
S0370269304009189,S0370269304009189-137,of,
S0370269304009189,S0370269304009189-138,the,
S0370269304009189,S0370269304009189-139,totally,
S0370269304009189,S0370269304009189-140,symmetric,
S0370269304009189,S0370269304009189-141,[,
S0370269304009189,S0370269304009189-142,4,
S0370269304009189,S0370269304009189-143,],
S0370269304009189,S0370269304009189-144,O,
S0370269304009189,S0370269304009189-145,state,
S0370269304009189,S0370269304009189-146,",",
S0370269304009189,S0370269304009189-147,the,
S0370269304009189,S0370269304009189-148,[,
S0370269304009189,S0370269304009189-149,31,
S0370269304009189,S0370269304009189-150,],
S0370269304009189,S0370269304009189-151,O,
S0370269304009189,S0370269304009189-152,symmetry,
S0370269304009189,S0370269304009189-153,is,
S0370269304009189,S0370269304009189-154,the,
S0370269304009189,S0370269304009189-155,most,
S0370269304009189,S0370269304009189-156,favourable,
S0370269304009189,S0370269304009189-157,both,
S0370269304009189,S0370269304009189-158,for,
S0370269304009189,S0370269304009189-159,the,
S0370269304009189,S0370269304009189-160,flavour–spin,
S0370269304009189,S0370269304009189-161,interaction,
S0370269304009189,S0370269304009189-162,[,
S0370269304009189,S0370269304009189-163,12,
S0370269304009189,S0370269304009189-164,],
S0370269304009189,S0370269304009189-165,and,
S0370269304009189,S0370269304009189-166,the,
S0370269304009189,S0370269304009189-167,colour–spin,
S0370269304009189,S0370269304009189-168,interaction,
S0370269304009189,S0370269304009189-169,[,
S0370269304009189,S0370269304009189-170,13,
S0370269304009189,S0370269304009189-171,],
S0370269304009189,S0370269304009189-172,.,
S0370269304009189,S0370269304009189-173,In,
S0370269304009189,S0370269304009189-174,the,
S0370269304009189,S0370269304009189-175,first,
S0370269304009189,S0370269304009189-176,case,
S0370269304009189,S0370269304009189-177,the,
S0370269304009189,S0370269304009189-178,statement,
S0370269304009189,S0370269304009189-179,is,
S0370269304009189,S0370269304009189-180,confirmed,
S0370269304009189,S0370269304009189-181,by,
S0370269304009189,S0370269304009189-182,the,
S0370269304009189,S0370269304009189-183,comparison,
S0370269304009189,S0370269304009189-184,between,
S0370269304009189,S0370269304009189-185,the,
S0370269304009189,S0370269304009189-186,realistic,
S0370269304009189,S0370269304009189-187,calculations,
S0370269304009189,S0370269304009189-188,for,
S0370269304009189,S0370269304009189-189,positive,
S0370269304009189,S0370269304009189-190,parity,
S0370269304009189,S0370269304009189-191,[,
S0370269304009189,S0370269304009189-192,12,
S0370269304009189,S0370269304009189-193,],
S0370269304009189,S0370269304009189-194,and,
S0370269304009189,S0370269304009189-195,negative,
S0370269304009189,S0370269304009189-196,parity,
S0370269304009189,S0370269304009189-197,[,
S0370269304009189,S0370269304009189-198,14,
S0370269304009189,S0370269304009189-199,],
S0370269304009189,S0370269304009189-200,",",
S0370269304009189,S0370269304009189-201,based,
S0370269304009189,S0370269304009189-202,on,
S0370269304009189,S0370269304009189-203,the,
S0370269304009189,S0370269304009189-204,same,
S0370269304009189,S0370269304009189-205,quark,
S0370269304009189,S0370269304009189-206,model,
S0370269304009189,S0370269304009189-207,[,
S0370269304009189,S0370269304009189-208,15,
S0370269304009189,S0370269304009189-209,],
S0370269304009189,S0370269304009189-210,.,
S0370269304009189,S0370269304009189-211,In,
S0370269304009189,S0370269304009189-212,Ref,
S0370269304009189,S0370269304009189-213,.,
S0370269304009189,S0370269304009189-214,[,
S0370269304009189,S0370269304009189-215,12,
S0370269304009189,S0370269304009189-216,],
S0370269304009189,S0370269304009189-217,the,
S0370269304009189,S0370269304009189-218,antiquark,
S0370269304009189,S0370269304009189-219,was,
S0370269304009189,S0370269304009189-220,heavy,
S0370269304009189,S0370269304009189-221,",",
S0370269304009189,S0370269304009189-222,c,
S0370269304009189,S0370269304009189-223,or,
S0370269304009189,S0370269304009189-224,b,
S0370269304009189,S0370269304009189-225,",",
S0370269304009189,S0370269304009189-226,and,
S0370269304009189,S0370269304009189-227,accordingly,
S0370269304009189,S0370269304009189-228,the,
S0370269304009189,S0370269304009189-229,interaction,
S0370269304009189,S0370269304009189-230,between,
S0370269304009189,S0370269304009189-231,light,
S0370269304009189,S0370269304009189-232,quarks,
S0370269304009189,S0370269304009189-233,and,
S0370269304009189,S0370269304009189-234,the,
S0370269304009189,S0370269304009189-235,heavy,
S0370269304009189,S0370269304009189-236,antiquark,
S0370269304009189,S0370269304009189-237,was,
S0370269304009189,S0370269304009189-238,neglected,
S0370269304009189,S0370269304009189-239,",",
S0370269304009189,S0370269304009189-240,consistent,
S0370269304009189,S0370269304009189-241,with,
S0370269304009189,S0370269304009189-242,the,
S0370269304009189,S0370269304009189-243,heavy,
S0370269304009189,S0370269304009189-244,quark,
S0370269304009189,S0370269304009189-245,limit,
S0370269304009189,S0370269304009189-246,.,
S0370269304009189,S0370269304009189-247,In,
S0370269304009189,S0370269304009189-248,Ref,
S0370269304009189,S0370269304009189-249,.,
S0370269304009189,S0370269304009189-250,[,
S0370269304009189,S0370269304009189-251,16,
S0370269304009189,S0370269304009189-252,],
S0370269304009189,S0370269304009189-253,an,
S0370269304009189,S0370269304009189-254,attractive,
S0370269304009189,S0370269304009189-255,spin–spin,
S0370269304009189,S0370269304009189-256,interaction,
S0370269304009189,S0370269304009189-257,between,
S0370269304009189,S0370269304009189-258,s̄,
S0370269304009189,S0370269304009189-259,and,
S0370269304009189,S0370269304009189-260,the,
S0370269304009189,S0370269304009189-261,light,
S0370269304009189,S0370269304009189-262,quarks,
S0370269304009189,S0370269304009189-263,was,
S0370269304009189,S0370269304009189-264,incorporated,
S0370269304009189,S0370269304009189-265,and,
S0370269304009189,S0370269304009189-266,shown,
S0370269304009189,S0370269304009189-267,that,
S0370269304009189,S0370269304009189-268,a,
S0370269304009189,S0370269304009189-269,stable,
S0370269304009189,S0370269304009189-270,or,
S0370269304009189,S0370269304009189-271,narrow,
S0370269304009189,S0370269304009189-272,positive,
S0370269304009189,S0370269304009189-273,parity,
S0370269304009189,S0370269304009189-274,uudds̄,
S0370269304009189,S0370269304009189-275,pentaquark,
S0370269304009189,S0370269304009189-276,can,
S0370269304009189,S0370269304009189-277,be,
S0370269304009189,S0370269304009189-278,accommodated,
S0370269304009189,S0370269304009189-279,within,
S0370269304009189,S0370269304009189-280,such,
S0370269304009189,S0370269304009189-281,a,
S0370269304009189,S0370269304009189-282,model,
S0370269304009189,S0370269304009189-283,.,
S0370269304009189,S0370269304009189-284,This,
S0370269304009189,S0370269304009189-285,interaction,
S0370269304009189,S0370269304009189-286,has,
S0370269304009189,S0370269304009189-287,a,
S0370269304009189,S0370269304009189-288,form,
S0370269304009189,S0370269304009189-289,that,
S0370269304009189,S0370269304009189-290,corresponds,
S0370269304009189,S0370269304009189-291,to,
S0370269304009189,S0370269304009189-292,η,
S0370269304009189,S0370269304009189-293,meson,
S0370269304009189,S0370269304009189-294,exchange,
S0370269304009189,S0370269304009189-295,[,
S0370269304009189,S0370269304009189-296,17,
S0370269304009189,S0370269304009189-297,],
S0370269304009189,S0370269304009189-298,and,
S0370269304009189,S0370269304009189-299,its,
S0370269304009189,S0370269304009189-300,role,
S0370269304009189,S0370269304009189-301,is,
S0370269304009189,S0370269304009189-302,to,
S0370269304009189,S0370269304009189-303,lower,
S0370269304009189,S0370269304009189-304,the,
S0370269304009189,S0370269304009189-305,energy,
S0370269304009189,S0370269304009189-306,of,
S0370269304009189,S0370269304009189-307,the,
S0370269304009189,S0370269304009189-308,whole,
S0370269304009189,S0370269304009189-309,system,
S0370269304009189,S0370269304009189-310,.,
S2212667814000070,S2212667814000070-0,This,
S2212667814000070,S2212667814000070-1,paper,
S2212667814000070,S2212667814000070-2,suggests,
S2212667814000070,S2212667814000070-3,a,
S2212667814000070,S2212667814000070-4,design,
S2212667814000070,S2212667814000070-5,of,
S2212667814000070,S2212667814000070-6,high,
S2212667814000070,S2212667814000070-7,quality,
S2212667814000070,S2212667814000070-8,real-time,
S2212667814000070,S2212667814000070-9,rotation,
S2212667814000070,S2212667814000070-10,face,
S2212667814000070,S2212667814000070-11,detection,
S2212667814000070,S2212667814000070-12,architecture,
S2212667814000070,S2212667814000070-13,for,
S2212667814000070,S2212667814000070-14,gesture,
S2212667814000070,S2212667814000070-15,recognition,
S2212667814000070,S2212667814000070-16,of,
S2212667814000070,S2212667814000070-17,smart,
S2212667814000070,S2212667814000070-18,TV,
S2212667814000070,S2212667814000070-19,.,
S2212667814000070,S2212667814000070-20,For,
S2212667814000070,S2212667814000070-21,high,
S2212667814000070,S2212667814000070-22,performance,
S2212667814000070,S2212667814000070-23,rotated,
